id,rle_mask
0c6e42492c,
a595c6296e,85 1 87 1 93 1 95 6 114 1 189 10 201 1 293 5 301 1 395 2 503 1 604 1 1011 2 1112 2 1116 2 1213 2 1216 4 1314 7 1322 1 1415 8 1516 7 1617 5 1623 1 1719 4 1820 2 1823 1 1921 2 1924 1 2022 2 2025 1 2123 2 2126 1 2224 2 2426 1 2527 1 2628 1 3233 1 3435 2 3536 3 3540 1 3637 7 3738 7 3839 3 3843 2 3940 1 3942 4 4041 6 4142 5 4244 1 4246 1 4345 1 5253 1 5455 2 5556 3 5560 1 5657 7 5758 7 5859 7 5960 9 6061 8 6162 10 6263 10 6364 10 6465 8 6567 6 6668 6 6769 5 6870 5 6972 3 7072 3 7174 1 7275 1
68da71599b,1 10201
fa0ae3c3f9,
efa70b51dd,2158 1 2362 1 2562 1 2565 1 2665 1 2863 1 3173 1 3177 1 3268 1 3274 1 3276 1 3278 1 3369 2 3375 2 3378 1 3455 1 3471 1 3474 1 3476 3 3557 1 3571 1 3573 1 3575 1 3577 1 3579 1 3581 1 3652 2 3672 2 3678 2 3682 1 3750 6 3757 1 3771 1 3773 2 3779 4 3852 5 3861 1 3869 6 3880 3 3955 3 3970 5 3976 2 3979 7 4055 5 4072 13 4156 3 4172 15 4257 2 4272 1 4274 6 4281 3 4285 4 4373 4 4378 11 4476 2 4479 5 4485 2 4560 2 4576 1 4579 9 4662 2 4679 10 4782 9 4883 7 4985 7 5086 4 5190 2 5195 1 5387 1 5495 1
d72f61a21b,1 10201
068f7a5267,
fd38950b2c,12 82 113 84 213 85 315 83 416 83 517 83 619 82 720 83 820 83 905 1 921 84 1012 3 1016 1 1020 86 1107 1 1113 94 1208 1 1213 99 1314 99 1414 303 1718 99 1818 100 1920 99 2020 302 2324 99 2424 99 2526 98 2627 98 2728 95 2824 3 2828 96 2925 1 2930 95 3031 94 3132 95 3233 96 3334 95 3435 94 3536 94 3637 97 3735 1 3738 96 3839 96 3940 97 4041 100 4142 99 4243 5756 10000 202
61a0a17dcd,
fe92cc02d9,1 97 102 97 203 95 304 94 405 94 506 99 607 98 706 1 708 99 809 99 910 96 1011 98 1111 99 1212 8989
6c5b6e5733,
736628f96a,1214 2 1217 1 1315 5 1325 2 1416 6 1425 4 1517 14 1617 15 1635 1 1718 17 1736 1 1819 17 1837 1 1920 20 2021 18 2122 19 2223 19 2270 1 2324 19 2369 5 2425 19 2469 5 2526 21 2568 6 2576 1 2627 22 2663 1 2668 8 2677 1 2697 1 2728 22 2765 14 2792 1 2829 24 2862 1 2864 17 2891 2 2897 1 2930 24 2955 1 2964 20 2987 2 2990 11 3031 26 3058 1 3060 26 3087 16 3132 73 3233 74 3334 75 3435 75 3536 76 3637 75 3738 77 3839 76 3940 77 4041 77 4142 77 4243 77 4344 78 4445 78 4546 77 4647 78 4748 78 4849 78 4950 78 5051 78 5152 78 5253 78 5354 78 5455 78 5556 78 5657 78 5758 80 5859 80 5960 78 6039 2 6061 81 6162 81 6263 81 6364 81 6446 1 6465 81 6548 1 6566 83 6667 84 6768 85 6869 86 6970 87 7071 88 7172 90 7273 90 7374 91 7475 91 7576 91 7668 1 7677 93 7778 94 7879 94 7974 1 7980 98 8081 95 8182 96 8279 1 8283 95 8379 1 8384 96 8485 96 8586 95 8687 97 8788 96 8889 97 8990 95 9091 95 9192 95 9293 94 9394 94 9495 91 9596 89 9697 91 9798 89 9899 90 10000 58 10059 29 10101 57 10162 27
a8b1c4d814,
4b8f0dd391,1 10201
5d049a35b3,
d063e9625c,
ba3558504f,
e082c17bfa,
a62afb364a,1 24 102 25 203 25 304 25 405 24 506 23 607 21 708 19 809 19 910 21 1011 22 1112 23 1213 23 1314 24 1415 24 1516 24 1617 23 1718 23 1819 22 1920 22 2021 11 2033 9 2122 10 2133 4 2138 4 2223 11 2235 1 2241 1 2324 9 2425 7 2526 7 2627 7 2728 7 2829 7 2930 7 3031 6 3132 5 3233 5 3334 4 3435 5 3536 4 3637 5 3738 5 3839 5 3940 3 4042 2 4143 1 4445 1 5456 1 5557 1 5657 2 5759 2 5860 2 5961 2 5964 8 6061 12 6162 14 6263 14 6364 14 6465 14 6566 14 6667 14 6768 14 6869 15 6970 15 7071 16 7172 16 7273 17 7374 17 7475 17 7576 18 7677 18 7778 18 7879 18 7980 18 8081 18 8182 17 8283 18 8384 18 8485 18 8586 19 8687 20 8709 3 8788 25 8889 25 8990 25 9091 25 9192 25 9219 2 9293 25 9394 25 9495 26 9596 27 9697 25 9723 1 9798 27 9899 26 9930 1 10000 27 10101 26 10128 1
d20de74c75,
43dfa0e160,1 10201
787ceb54eb,
4b4b7e4655,2462 3 2560 9 2660 13 2759 17 2859 19 2959 22 3060 24 3161 30 3192 1 3261 33 3295 1 3362 36 3463 38 3563 40 3604 1 3664 43 3765 44 3866 44 3967 45 4068 46 4169 46 4270 46 4371 47 4472 47 4573 48 4674 49 4774 51 4875 51 4976 51 5077 50 5177 52 5279 50 5379 52 5481 51 5582 51 5683 50 5784 49 5885 49 5986 49 6088 48 6188 49 6289 48 6391 46 6494 42 6595 37 6633 1 6636 1 6698 32 6801 29 6903 26 7007 20 7109 18
ea6dfe38ae,
1e4a6b81a3,1 10201
e451bbd1a8,
10391aefa5,
97b67fe469,38 1 52 4 762 1 855 1 857 1 955 4 961 3 1050 1 1055 5 1061 5 1149 19 1251 4 1258 11 1351 5 1357 1 1359 11 1452 4 1462 7 1553 5 1564 4 1569 2 1655 3 1663 1 1758 1 1760 3 1858 1 1958 2 4782 4 4884 2 4983 1 4986 1 5082 1 5084 2 5087 1 5183 2 5186 1 5282 6 5383 7 5482 8 5584 7 5680 1 5683 1 5685 7 5781 1 5783 10 5884 11 5982 14 6081 16 6175 3 6182 18 6274 29 6376 27 6476 29 6577 30 6679 30 6779 33 6880 32 6982 31 7083 33 7184 33 7286 31 7387 34 7487 35 7589 34 7691 5 7697 27 7796 29 7896 29 7994 33 8049 1 8054 1 8095 33 8155 1 8195 36 8252 2 8255 4 8296 37 8334 1 8353 2 8357 3 8397 41 8450 1 8452 8 8496 45 8542 1 8551 12 8597 67 8665 1 8670 3 8697 78 8781 3 8797 80 8880 1 8882 2 8897 85 8983 1 8999 87 9094 1 9100 87 9189 1 9194 1 9201 87 9294 1 9302 87 9391 1 9404 86 9504 91 9604 87 9693 3 9707 89 9797 1 9808 89 9911 83 9995 3 10011 90 10112 85 10198 3
4ef8c0897a,1 10201
f68ae19c90,
d3b4bcf92a,1 10201
a2116f6ae2,1 10201
7e1b79b767,
9bba9f0981,1 47 102 49 167 14 203 49 267 1 269 14 304 49 371 11 383 1 405 48 473 1 475 10 506 49 575 11 607 48 678 9 708 49 780 8 809 50 880 11 910 61 972 1 975 2 978 1 980 13 1011 84 1112 85 1213 86 1314 87 1415 50 1466 2 1469 33 1516 50 1574 30 1617 48 1677 28 1718 48 1780 25 1819 48 1883 24 1920 48 1986 23 2013 1 2021 47 2089 24 2114 1 2116 1 2122 47 2191 27 2223 45 2293 26 2324 44 2395 25 2425 43 2496 28 2526 41 2598 24 2623 2 2626 42 2700 46 2755 12 2801 26 2828 20 2863 3 2903 46 2950 1 3005 24 3030 20 3106 44 3208 23 3232 20 3310 22 3333 20 3412 21 3434 21 3516 4 3526 31 3619 1 3621 1 3628 31 3720 1 3722 1 3730 30 3823 1 3830 32 3932 31 4033 31 4135 31 4236 31 4336 32 4437 31 4538 31 4639 31 4740 31 4841 30 4942 30 5044 29 5144 29 5245 29 5346 30 5446 30 5547 31 5648 31 5749 31 5849 33 5946 1 5948 1 5950 33 6037 4 6046 38 6138 7 6146 40 6237 50 6336 53 6436 54 6538 53 6637 56 6737 57 6837 59 6938 59 7038 61 7134 68 7234 69 7335 70 7436 71 7536 73 7636 75 7736 79 7836 81 7936 82 8035 85 8136 86 8236 89 8337 90 8436 97 8536 1666
80590647c7,9558 1 9564 1 9657 4 9664 1 9759 3 9766 3 9859 4 9868 1 9959 5 9967 1 9969 1
5c2c196072,
c529870d8c,
8d9355e7d2,1 10201
12c401001b,
63a0fa5b43,
e755b8f086,8485 2 8587 1 8688 1 8789 1 8889 2 8990 1 9507 1 9510 1 9607 1 9609 4 9614 1 9707 8 9809 6 9900 1 9908 1 9912 4 10008 2 10011 2 10014 2 10112 1
54b5c16ea9,
52193e1f20,2452 1 2551 1 2553 1 2555 1 2653 2 2656 1 2755 5 2855 7 2955 1 2957 7 3056 1 3058 6 3159 5 3261 5 3271 1 3362 3 3463 2 3466 1 3565 3 4524 1 4624 1 4630 1 4632 1 4723 9 4743 1 4824 9 4834 1 4842 1 4844 1 4924 10 4945 1 5026 9 5036 1 5126 11 5138 1 5227 12 5240 1 5246 1 5328 14 5344 1 5348 2 5428 24 5529 24 5629 25 5729 26 5830 26 5929 30 6022 1 6024 1 6028 32 6122 39 6221 41 6322 41 6422 42 6524 41 6625 41 6725 42 6826 43 6927 42 7027 43 7129 42 7230 43 7332 41 7430 1 7433 41 7531 1 7533 42 7634 42 7735 42 7835 43 7936 1 7939 40 8039 41 8141 40 8242 40 8343 40 8443 41 8546 39 8647 38 8747 39 8849 38 8950 38 9051 37 9152 37 9254 36 9356 1 9358 33 9457 1 9459 33 9558 1 9562 31 9659 1 9662 4 9667 26 9759 3 9764 31 9861 1 9863 1 9867 3 9873 23 9963 1 9967 1 9974 23 10077 19 10177 18
8d3fa0ddbe,
af4794de08,
4bfa0bfa8b,
46e374f8d3,
20e0444ffb,
c516803d41,
85a3114e20,
d22f0a172a,
2567aa74b6,
6c2c6de49a,
20dd6bc2ff,1 92 102 96 203 95 304 94 405 94 506 95 607 95 703 1 708 98 809 98 910 98 1011 100 1112 100 1213 1112 2328 105 2435 95 2531 3 2536 1 2538 96 2647 1 2649 3 2654 4 2659 75 2747 2 2760 74 2864 66 2967 64 3069 63 3172 61 3276 58 3376 59 3477 59 3578 59 3679 59 3780 59 3882 58 3981 1 3983 58 4084 58 4183 1 4185 1 4187 56 4285 2 4289 55 4390 55 4492 54 4593 54 4696 52 4797 52 4900 50 5001 50 5103 49 5205 48 5306 48 5408 47 5510 46 5611 47 5712 46 5813 47 5864 1 5895 1 5897 1 5914 48 5963 3 5997 2 6016 48 6094 2 6097 4 6117 46 6164 1 6166 2 6194 9 6218 51 6294 1 6298 1 6300 2 6304 1 6319 47 6367 2 6394 1 6396 8 6420 47 6521 45 6623 44 6668 1 6725 43 6769 1 6828 43 6928 42 7003 1 7006 1 7030 41 7103 2 7106 2 7132 40 7202 7 7233 40 7303 4 7309 1 7336 38 7404 6 7439 36 7498 1 7502 9 7540 36 7597 3 7601 13 7642 35 7699 16 7745 33 7799 17 7845 34 7899 18 7946 2 7949 31 7999 20 8049 1 8052 29 8082 1 8098 1 8102 18 8152 2 8155 27 8198 23 8254 3 8258 25 8284 1 8299 23 8355 1 8357 3 8361 26 8398 25 8455 1 8458 1 8460 29 8498 26 8557 3 8561 25 8588 1 8597 1 8599 26 8655 1 8659 28 8688 5 8696 1 8698 27 8759 1 8761 1 8763 25 8789 5 8797 30 8860 1 8863 26 8890 5 8898 29 8963 1 8965 25 8992 4 8999 29 9065 1 9068 23 9092 7 9100 27 9128 1 9166 4 9171 21 9193 34 9268 5 9274 19 9294 34 9370 2 9373 21 9395 32 9470 4 9475 20 9496 32 9572 23 9597 30 9671 19 9691 39 9772 25 9799 2 9802 27 9873 20 9894 3 9899 31 9972 9 9982 16 10000 30 10074 21 10097 2 10100 28 10129 1 10131 1 10176 7 10184 1 10186 1 10188 1 10193 1 10198 1
462ee323ab,1 10201
4cde340a69,1 10201
a0f7d1db58,
a8c3aafd2a,
b6e77d3212,9 33 61 1 64 2 112 29 142 1 164 1 186 8 214 1 216 26 289 5 313 6 320 23 365 1 416 4 421 2 424 18 465 2 518 1 525 19 565 4 607 1 626 17 666 4 708 1 724 1 726 17 765 6 809 1 822 1 824 2 827 16 867 5 922 23 964 1 966 7 1011 1 1020 27 1048 1 1065 9 1112 1 1117 1 1120 31 1163 13 1213 1 1220 1 1222 34 1257 1 1264 13 1314 1 1324 38 1363 15 1425 37 1463 14 1528 33 1562 17 1629 31 1661 19 1731 46 1778 1 1833 42 1876 5 1934 1 1936 1 1940 43 2036 2 2039 44 2084 1 2136 43 2182 3 2186 1 2237 36 2276 1 2278 1 2282 7 2339 35 2378 1 2380 1 2384 9 2410 1 2439 2 2442 32 2485 9 2541 4 2546 29 2588 1 2590 1 2592 1 2594 1 2602 1 2638 1 2641 2 2645 30 2694 1 2740 1 2742 1 2745 30 2841 3 2847 4 2853 22 2941 6 2949 26 3042 2 3046 2 3055 20 3143 2 3146 2 3157 18 3233 2 3244 2 3259 16 3346 1 3348 2 3361 14 3435 2 3445 3 3449 3 3462 13 3537 1 3544 1 3546 7 3561 15 3637 2 3647 7 3664 4 3669 1 3739 1 3748 7 3766 1 3849 2 3852 2 3950 2 3953 1 4051 2 4152 1 4156 1 4226 1 4230 1 4232 1 4234 1 4322 1 4330 7 4348 3 4422 1 4424 1 4426 1 4428 13 4446 1 4448 1 4452 1 4523 19 4547 1 4552 1 4554 1 4556 1 4622 21 4648 2 4653 1 4722 23 4749 5 4757 1 4822 23 4850 1 4925 19 4950 1 5027 17 5051 2 5127 18 5228 19 5254 1 5331 17 5354 1 5358 1 5430 20 5455 2 5532 19 5632 20 5734 19 5771 1 5835 4 5840 13 5859 1 5874 1 5878 1 5885 1 5936 4 5941 1 5943 10 5960 1 5973 4 5979 1 5981 1 5984 1 5986 1 6037 4 6044 11 6061 2 6074 3 6081 2 6084 1 6139 2 6142 1 6144 11 6172 13 6239 6 6246 9 6265 1 6274 5 6281 1 6284 1 6286 2 6290 1 6342 2 6345 1 6347 8 6374 6 6381 7 6390 1 6439 1 6446 1 6448 7 6456 1 6466 1 6476 2 6479 4 6484 4 6489 1 6493 1 6550 1 6552 1 6554 1 6556 1 6579 3 6586 2 6590 2 6644 3 6650 3 6654 1 6656 1 6658 1 6667 1 6678 1 6680 3 6685 1 6687 4 6692 2 6752 1 6768 1 6781 2 6786 8 6845 2 6850 1 6854 1 6869 1 6887 4 6892 2 6896 1 6948 1 6970 1 6985 1 6987 11 7047 4 7084 1 7087 11 7100 1 7150 1 7185 1 7187 3 7191 11 7286 1 7288 3 7292 9 7389 1 7391 12 7492 12 7591 13 7690 2 7695 7 7703 2 7792 12 7893 14 7995 1 7997 11 8095 13 8109 1 8196 1 8198 12 8253 1 8274 1 8276 1 8296 1 8298 1 8300 11 8353 2 8374 1 8376 5 8395 1 8397 2 8400 12 8455 1 8460 2 8474 8 8498 1 8500 12 8560 3 8575 10 8599 2 8602 11 8660 5 8672 1 8674 1 8676 10 8688 1 8700 2 8705 6 8712 1 8761 26 8801 1 8806 6 8859 30 8890 2 8907 4 8912 1 8960 29 8994 1 9010 2 9061 30 9092 1 9102 1 9165 27 9196 2 9257 1 9262 1 9266 27 9294 1 9300 1 9356 4 9366 28 9399 1 9458 3 9462 1 9466 30 9559 37 9658 41 9703 1 9759 39 9861 5 9868 32 9903 1 9961 39 10061 3 10065 36 10172 30
901c578a64,
71ed7325d3,
f40bfdeb45,
67fdaf03af,
9744ed0e4a,1 10201
551cb1b843,
1f782cbc43,
16fb21800b,
9cb3e373b5,1 83 103 85 192 1 204 86 291 1 293 1 305 84 406 5 415 75 507 4 517 74 607 4 619 72 708 5 722 69 809 5 823 71 910 6 924 73 998 3 1002 2 1008 1 1011 6 1022 2 1025 95 1121 4381 5503 94 5598 5 5604 94 5699 5 5705 94 5800 1 5802 3 5806 94 5903 100 6005 97 6105 98 6207 96 6309 94 6410 94 6511 94 6613 94 6713 3 6717 92 6814 96 6915 3 6919 92 7016 97 7117 97 7216 99 7317 1 7319 97 7418 1 7420 1826 9247 200 9448 100 9549 46 9596 99 9697 49 9747 3 9751 45 9798 39 9838 12 9851 46 9899 39 9941 1 9943 5 9949 1 9952 46 10000 34 10040 1 10042 2 10046 3 10056 40 10098 1 10101 34 10142 5 10148 1 10157 39 10198 1
e034b7e250,
d94be52713,2767 16 2866 21 2965 26 3065 28 3164 32 3264 34 3364 36 3464 39 3564 41 3664 43 3763 46 3863 47 3963 49 4064 50 4165 50 4265 52 4366 52 4467 53 4568 53 4668 54 4769 54 4870 55 4971 55 5073 54 5173 56 5275 55 5376 55 5477 55 5578 55 5679 55 5780 55 5882 54 5983 54 6084 54 6186 53 6287 53 6389 52 6491 51 6593 49 6694 49 6796 47 6898 46 7000 43 7102 42 7206 37 7308 35 7412 29 7515 25 7624 14 7730 4
af773ea8ed,
40ca4c4ff2,1 47 60 7 84 6 91 2 95 1 97 1 102 47 160 7 170 1 172 1 183 16 203 47 261 7 285 15 304 47 364 5 386 13 405 46 465 7 488 13 506 47 566 8 590 13 607 46 668 6 692 12 708 46 768 7 793 11 809 46 870 6 895 6 902 2 905 1 910 46 969 10 980 5 994 7 1002 2 1011 46 1071 15 1087 2 1097 5 1112 47 1170 33 1205 1 1213 47 1271 1 1273 20 1294 8 1314 47 1371 32 1404 1 1406 1 1415 48 1471 33 1516 49 1572 33 1617 49 1673 22 1698 5 1718 48 1773 22 1799 4 1819 49 1874 21 1901 2 1920 49 1974 23 2021 49 2075 22 2122 49 2176 22 2223 49 2277 20 2324 49 2378 20 2399 1 2425 49 2479 19 2526 49 2580 20 2627 50 2681 20 2728 50 2782 19 2829 49 2879 1 2883 20 2930 48 2986 19 3031 48 3088 17 3132 48 3190 16 3233 47 3294 13 3334 46 3396 2 3399 1 3401 6 3435 45 3505 1 3536 43 3637 42 3738 40 3839 39 3940 37 4041 34 4142 27 4171 1 4173 1 4243 27 4271 1 4344 27 4445 26 4546 26 4647 26 4748 25 4849 25 4950 25 5051 25 5152 26 5253 26 5354 25 5455 25 5556 26 5657 25 5758 26 5859 26 5960 26 6041 2 6054 2 6058 2 6061 26 6141 4 6147 2 6150 11 6162 27 6241 49 6340 52 6440 53 6540 54 6640 56 6741 57 6840 59 6940 60 7041 61 7141 62 7241 64 7341 66 7441 67 7541 69 7640 71 7741 72 7841 73 7942 74 8043 74 8147 72 8247 73 8348 74 8447 76 8541 1 8550 75 8642 1 8649 77 8743 1 8750 77 8844 2 8850 79 8945 2 8951 80 9045 5 9051 82 9142 1 9146 89 9243 96 9343 99 9444 113 9558 200 9759 2 9763 99 9866 94 9967 89 10057 3 10069 87 10157 4 10171 31
2deae378ef,
7585d90354,8 1 1011 2
58a1c44228,
d6bcecfcfe,
d3d258ee8f,1 10201
ab90b80524,5 32 70 5 78 1 106 33 169 5 206 1 208 12 221 18 309 1 311 1 313 6 322 18 405 2 412 28 511 1 513 2 516 25 607 1 615 1 617 3 621 2 626 14 714 27 817 1 819 21 841 1 910 1 920 18 939 4 1020 24 1121 24 1146 1 1222 11 1234 16 1260 1 1323 8 1332 1 1334 11 1351 1 1358 1 1425 6 1432 13 1447 1 1449 1 1528 7 1536 8 1545 1 1554 1 1628 6 1635 1 1637 7 1645 1 1729 1 1732 2 1741 2 1834 1 2922 1 3426 2 3630 1 3732 1 3734 1 3831 3 3931 1 3933 2 3936 2 4032 6 4134 6 4233 8 4335 7 4343 1 4435 9 4537 8 4638 7 4646 1 4738 1 4740 7 4840 1 4842 5 4848 1 4942 7 5041 9 5142 8 5151 1 5245 8 5345 9 5445 10 5546 10 5647 10 5748 10 5847 12 5948 12 6049 14 6150 14 6248 17 6269 1 6271 3 6349 17 6368 11 6447 33 6550 1 6552 1 6554 26 6649 1 6651 1 6653 29 6748 1 6750 17 6768 21 6847 1 6849 1 6851 1 6853 40 6948 21 6970 27 6998 1 7047 23 7071 30 7148 52 7249 53 7351 22 7374 30 7451 54 7552 49 7605 1 7654 47 7702 1 7754 23 7778 24 7803 1 7854 23 7878 29 7908 1 7955 23 7979 28 8055 23 8079 28 8155 1 8157 1 8159 3 8163 45 8259 48 8360 48 8409 1 8459 5 8466 43 8566 43 8662 49 8764 48 8863 50 8966 50 9051 1 9053 1 9064 52 9117 1 9146 8 9166 57 9246 1 9252 11 9267 54 9348 1 9354 1 9356 1 9368 53 9422 1 9448 1 9456 1 9470 24 9495 28 9571 24 9596 27 9624 1 9626 1 9672 5 9678 48 9727 1 9751 1 9773 24 9798 25 9875 23 9899 23 9981 17 10000 22 10023 1 10079 1 10081 1 10083 17 10101 22 10179 2 10182 19
98aee6595f,2341 1 2345 1 2443 1 2447 2 2451 1 2540 16 2557 1 2640 1 2642 17 2739 25 2840 26 2900 1 2939 30 2998 9 3008 1 3040 29 3098 13 3136 2 3140 32 3198 15 3234 5 3242 31 3301 12 3335 3 3339 35 3403 12 3435 40 3502 1 3504 12 3536 39 3603 16 3637 38 3704 17 3728 1 3738 37 3805 18 3824 1 3827 6 3836 40 3907 16 3925 1 3928 1 3935 41 4009 14 4024 5 4030 1 4032 44 4111 13 4128 1 4132 1 4134 7 4142 34 4214 1 4216 7 4230 1 4232 1 4234 42 4318 5 4334 43 4418 7 4430 1 4432 44 4520 1 4522 3 4534 43 4624 2 4633 44 4736 42 4838 40 4939 40 5040 40 5140 41 5238 44 5339 44 5440 44 5541 44 5642 44 5744 44 5846 43 5949 41 5991 1 6049 43 6150 44 6250 45 6296 1 6350 1 6352 47 6452 48 6552 51 6655 51 6757 52 6840 1 6858 10 6869 41 6934 1 6936 2 6940 2 6943 1 6958 55 7027 20 7060 9 7071 47 7120 25 7146 1 7162 8 7172 74 7247 1 7263 7 7271 1 7273 77 7364 6 7374 77 7466 4 7475 77 7568 3 7576 79 7670 1 7677 79 7778 78 7879 78 7980 75 8066 3 8081 74 8168 1 8182 73 8268 3 8283 74 8369 1 8384 75 8485 76 8586 5 8592 70 8687 5 8694 67 8788 75 8889 74 8990 75 9092 74 9193 74 9294 73 9395 74 9496 2 9499 2 9503 69 9597 2 9600 73 9674 1 9697 2 9700 75 9799 1 9801 76 9899 3 9903 74 10001 2 10004 4 10009 69 10102 8 10111 67 10179 1
77aaeef0a4,
fa37b3bbb5,
06fe4d8223,13 35 114 43 215 46 316 47 364 1 419 46 522 1 524 45 622 2 625 43 670 1 724 39 764 1 766 4 822 46 869 1 874 1 922 52 975 1 1013 2 1022 52 1114 5 1120 53 1176 3 1214 62 1277 3 1315 50 1369 3 1374 2 1378 3 1416 46 1476 1 1517 46 1617 45 1719 1 1722 38 1823 37 1924 36 2021 1 2026 34 2122 3 2126 5 2132 26 2223 3 2228 29 2258 1 2328 7 2336 22 2425 1 2429 29 2526 3 2530 29 2627 33 2728 33 2829 32 2930 33 3031 32 3132 32 3233 32 3334 31 3435 30 3536 30 3637 31 3738 29 3839 29 3940 29 4041 29 4142 28 4243 27 4344 26 4445 25 4546 23 4647 23 4748 21 4849 21 4950 20 5051 19 5152 19 5253 18 5354 17 5455 17 5556 16 5657 15 5758 15 5859 15 5960 14 6061 14 6162 14 6263 13 6364 13 6465 11 6477 1 6566 12 6667 9 6678 1 6768 8 6869 7 6877 2 6970 6 7071 6 7173 5 7274 2 7277 1 7578 1 7678 2
9641c4ccf1,
1230d07385,
761fb17dc0,1359 1 1362 1 1366 1 1375 1 1459 1 1461 1 1465 1 1470 2 1562 2 1565 1 1569 1 1571 1 1663 1 1669 2 1764 4 1773 1 1862 1 1867 3 1871 1 1873 2 1876 1 1968 13 2066 7 2074 9 2168 2 2171 14 2186 1 2268 21 2363 24 2388 4 2463 4 2468 22 2563 30 2662 1 2664 29 2756 2 2759 35 2856 40 2955 41 3056 39 3156 39 3255 1 3257 36 3294 1 3356 1 3359 32 3457 26 3558 23 3659 1 3661 18 3766 3 3770 2 4228 1 4320 1 4322 1 4326 4 4420 12 4433 1 4519 16 4616 17 4634 3 4717 19 4817 1 4819 18 4917 21 5019 22 5114 1 5119 3 5123 19 5214 29 5313 31 5412 33 5486 1 5489 2 5513 34 5587 2 5590 7 5612 22 5635 14 5687 12 5711 28 5740 9 5785 17 5803 48 5884 67 5983 69 6086 65 6184 65 6250 1 6284 61 6384 53 6438 1 6440 1 6485 54 6540 2 6585 50 6686 51 6739 1 6785 52 6838 1 6840 1 6886 56 6985 58 7044 1 7084 61 7146 1 7185 62 7248 1 7284 67 7385 68 7486 67 7580 1 7587 68 7681 1 7689 64 7790 61 7891 59 7992 1 7994 55 8094 1 8096 1 8098 51 8203 45 8306 42 8409 38 8512 34 8613 30 8715 14 8730 1 8732 1 8737 3 8742 1 8817 14 8918 12 9019 4 9025 6 9120 5 9127 2 9220 5 9320 6 9328 1 9422 5 9430 1 9524 4 9827 1 9829 1 10031 1
175cf79569,
b6b9bfd923,9 10 110 10 181 1 211 1 213 5 220 1 313 2 316 3 321 1 406 1 413 10 513 11 608 1 614 10 709 2 714 1 716 10 809 3 813 3 817 10 910 3 914 13 1011 17 1112 18 1213 7 1221 7 1229 1 1314 2 1317 12 1415 3 1421 3 1425 4 1516 5 1522 3 1526 5 1617 3 1621 1 1623 2 1631 1 1718 1 1720 2 1724 1 1819 3 1920 1 1922 1 2021 1 2122 1
807262dbb7,
2e55225481,
bcc80b17b1,
d4602e9eb0,1 10201
eb48070e3e,22 1 24 23 125 23 228 1 230 19 331 19 432 19 533 17 637 2 640 10 741 1 743 5 749 1 842 1 844 6 944 6 951 1 1046 1 1048 1 1050 1 1251 1 2153 1 2257 1 2356 1 2862 1 3248 1 3742 1 3950 1 4572 1 8074 1 8076 1 8078 2 8175 5 8181 1 8275 8 8375 9 8475 10 8575 11 8676 11 8777 11 8877 12 8978 12 9077 14 9178 14 9278 15 9378 16 9479 16 9580 16 9679 18 9698 1 9780 18 9881 18 9979 21 10079 22 10181 2 10184 18
0a5eac8775,
a388900be9,1 10201
4282adcba1,
9d39009d77,
51b006e1e8,
120bb13cfc,
2aa30fc1d4,
80cb33ede2,9496 2 9600 1 9698 1
eefde17753,1 10201
8d74e6f54a,
48d37635a0,
a453819463,1 1 8184 2 8284 4 8384 6 8485 7 8496 5 8586 20 8687 21 8788 23 8889 24 8990 24 9091 24 9192 25 9293 24 9394 24 9488 2 9492 1 9495 24 9580 1 9582 1 9586 1 9588 6 9596 25 9680 2 9683 38 9781 41 9883 3 9887 11 9899 23 9983 1 9985 1 9987 1 9989 1 9993 1 9995 3 10000 22 10085 1 10087 1 10089 3 10093 30 10184 7 10194 8
01f537721e,
8fde701098,
75aa6457a4,
14af3853d2,
280c59adc5,
e4dbcffde6,
27ac879f52,
c3214a300e,
fd2421b895,
c84a98b6d3,1 1 10 69 103 1 107 1 110 71 212 70 309 1 314 69 415 69 508 4 516 69 607 4 612 1 617 69 708 7 716 71 809 79 910 82 1011 84 1112 87 1200 1 1213 88 1314 89 1415 89 1516 91 1617 91 1718 91 1810 1 1819 93 1920 95 2021 97 2122 97 2223 98 2324 99 2424 4948 7374 99 7475 98 7576 97 7677 96 7778 95 7879 95 7980 93 8081 92 8182 92 8283 92 8384 91 8485 91 8586 91 8687 90 8788 90 8889 88 8990 87 9091 87 9192 87 9293 87 9394 86 9495 85 9596 85 9697 86 9798 86 9899 87 10000 86 10101 86
29d32c7561,
d095994640,
c0b31ebf26,
29603f9405,
2937b14b90,
091b46d588,
ed5d275ef1,
1f27336ad7,1 1 3 3 10 7 103 1 106 9 207 10 308 3 314 4 406 3 410 1 415 4 507 6 514 1 518 2 607 6 620 1 708 7 717 5 809 7 818 6 910 16 1011 17 1112 19 1213 19 1314 20 1415 18 1435 1 1516 18 1617 19 1719 18 1820 18 1921 2 1925 2 1928 10 2022 2 2029 10 2131 9 2233 9 2335 6 2436 5 2538 4 2639 4 2741 3 2844 1 8284 2 8385 3 8486 4 8587 3 8688 3 8789 2 8890 3 8991 3 9092 3 9194 1 9294 2 9396 1 9496 2 9698 1 9899 1
8b62cdd144,
61fbd7bcd9,
c784560371,
5a005e1b95,
bed2be7216,
7e3425f0f9,
f45fa444e5,
49960a0373,1 10201
175804ae16,
a468149f40,
ec407c9578,
